EAR,MAR,Label
0.2472,0.1317,0
0.2438,0.1297,0
0.2304,0.1292,0
0.2334,0.1292,0
0.1657,0.13,0
0.2377,0.1296,0
0.2168,0.1294,0
0.2296,0.126,0
0.2124,0.1269,0
0.1671,0.1256,0
0.2755,0.124,0
0.2735,0.1271,0
0.2822,0.1255,0
0.2792,0.1246,0
0.2819,0.1255,0
0.277,0.1279,0
0.2809,0.1256,0
0.2786,0.1252,0
0.2247,0.1277,0
0.2837,0.127,0
0.2725,0.1256,0
0.2743,0.1236,0
0.2615,0.1243,0
0.2642,0.1254,0
0.2647,0.1251,0
0.2677,0.1253,0
0.267,0.1234,0
0.2642,0.1253,0
0.2557,0.1235,0
0.2739,0.1286,0
0.2675,0.122,0
0.2678,0.1172,0
0.2757,0.1211,0
0.2653,0.1212,0
0.2755,0.1224,0
0.2724,0.1201,0
0.2848,0.1216,0
0.2772,0.1197,0
0.266,0.1189,0
0.2768,0.1173,0
0.2165,0.1208,0
0.2504,0.123,0
0.281,0.1247,0
0.2717,0.1244,0
0.2602,0.1224,0
0.2664,0.1226,0
0.2083,0.1233,0
0.2594,0.1244,0
0.2754,0.122,0
0.2701,0.1219,0
0.2505,0.124,0
0.2587,0.1228,0
0.2219,0.1242,0
0.2638,0.1215,0
0.2506,0.1235,0
0.2754,0.1231,0
0.2673,0.1225,0
0.2571,0.1216,0
0.2558,0.1241,0
0.2129,0.1219,0
0.2832,0.1221,0
0.2601,0.1254,0
0.2879,0.1232,0
0.2628,0.1244,0
0.1315,0.1222,0
0.2502,0.1282,0
0.2396,0.1235,0
0.2615,0.1223,0
0.2417,0.1294,0
0.2585,0.1224,0
0.2676,0.1223,0
0.2466,0.1223,0
0.2756,0.1225,0
0.2673,0.1242,0
0.2743,0.1228,0
0.2581,0.1288,0
0.2533,0.1265,0
0.2567,0.1219,0
0.1791,0.1215,0
0.27,0.1331,0
0.2452,0.1228,0
0.2911,0.1247,0
0.2917,0.1225,0
0.2783,0.1211,0
0.2907,0.1226,0
0.2941,0.1206,0
0.2835,0.1225,0
0.2695,0.1233,0
0.2691,0.1223,0
0.2696,0.1216,0
0.2738,0.1255,0
0.2702,0.1242,0
0.2629,0.1223,0
0.2624,0.1227,0
0.2767,0.1229,0
0.2614,0.1304,0
0.2666,0.1212,0
0.2737,0.131,0
0.2717,0.1224,0
0.253,0.1233,0
0.2565,0.1325,0
0.2976,0.1225,0
0.2715,0.1312,0
0.2739,0.125,0
0.2939,0.1252,0
0.2664,0.1246,0
0.2814,0.1245,0
0.2685,0.1229,0
0.2723,0.1237,0
0.2895,0.1231,0
0.289,0.1259,0
0.2788,0.1238,0
0.3052,0.1245,0
0.3067,0.1246,0
0.2707,0.1226,0
0.2842,0.1216,0
0.2587,0.1238,0
0.2841,0.1245,0
0.2985,0.1245,0
0.2109,0.1274,0
0.3109,0.1253,0
0.286,0.1233,0
0.317,0.1238,0
0.2901,0.1231,0
0.2853,0.1241,0
0.3098,0.1246,0
0.2964,0.1213,0
0.3093,0.1232,0
0.289,0.1232,0
0.2481,0.1263,0
0.1958,0.1251,0
0.1324,0.1227,0
0.2151,0.1254,0
0.2905,0.1262,0
0.3014,0.1237,0
0.2903,0.1248,0
0.292,0.1239,0
0.3004,0.1251,0
0.3064,0.1239,0
0.3072,0.1235,0
0.3131,0.1247,0
0.302,0.124,0
0.2991,0.1244,0
0.3055,0.1238,0
0.3034,0.1253,0
0.3029,0.1254,0
0.3248,0.1235,0
0.3094,0.125,0
0.3122,0.125,0
0.3041,0.1222,0
0.2787,0.1222,0
0.3026,0.1227,0
0.2928,0.1251,0
0.289,0.1261,0
0.2829,0.1243,0
0.3081,0.1246,0
0.2971,0.1239,0
0.3047,0.1245,0
0.2551,0.124,0
0.2695,0.1241,0
0.2872,0.126,0
0.297,0.124,0
0.313,0.1239,0
0.3001,0.1237,0
0.3005,0.1236,0
0.2906,0.1257,0
0.3006,0.1243,0
0.2996,0.1249,0
0.3045,0.123,0
0.3007,0.1235,0
0.3043,0.122,0
0.2973,0.1242,0
0.3022,0.1233,0
0.2993,0.1237,0
0.2664,0.1237,0
0.2507,0.1238,0
0.2984,0.1224,0
0.3084,0.1231,0
0.3107,0.1235,0
0.3028,0.1237,0
0.1109,0.124,0
0.2998,0.1223,0
0.2976,0.1225,0
0.3168,0.1238,0
0.2902,0.1212,0
0.2494,0.1295,0
0.1349,0.1295,0
0.2072,0.1326,0
0.1801,0.1323,0
0.23,0.1283,0
0.231,0.1314,0
0.2347,0.128,0
0.2359,0.1268,0
0.2385,0.1263,0
0.2348,0.1263,0
0.2563,0.1268,0
0.2546,0.1264,0
0.2666,0.1274,0
0.103,0.129,0
0.296,0.1244,0
0.0851,0.1214,0
0.0649,0.1244,0
0.2506,0.1224,0
0.3858,0.1327,0
0.5406,0.1309,0
0.3022,0.1253,0
0.3231,0.1214,0
0.329,0.1226,0
0.3113,0.1218,0
0.3357,0.1215,0
0.3349,0.1219,0
0.3237,0.1206,0
0.1965,0.1206,0
0.3102,0.1204,0
0.3213,0.1196,0
0.3108,0.1209,0
0.311,0.1198,0
0.3051,0.1206,0
0.2932,0.1215,0
0.3154,0.125,0
0.327,0.121,0
0.3325,0.1213,0
0.2532,0.1253,0
0.3133,0.121,0
0.3171,0.122,0
0.319,0.1204,0
0.2933,0.121,0
0.3133,0.1201,0
0.3054,0.1212,0
0.3004,0.1194,0
0.2229,0.1223,0
0.323,0.1222,0
0.345,0.1222,0
0.3557,0.121,0
0.3212,0.1208,0
0.3474,0.1216,0
0.3449,0.1221,0
0.3391,0.122,0
0.3434,0.1225,0
0.3309,0.1227,0
0.2075,0.122,0
0.3242,0.122,0
0.3394,0.1222,0
0.3278,0.1207,0
0.2311,0.1219,0
0.326,0.1231,0
0.3277,0.1209,0
0.314,0.1202,0
0.322,0.1218,0
0.2609,0.123,0
0.3235,0.1213,0
0.3175,0.1215,0
0.332,0.1222,0
0.3275,0.1205,0
0.3253,0.1223,0
0.3251,0.1203,0
0.332,0.1207,0
0.3306,0.1203,0
0.3249,0.1229,0
0.2427,0.1216,0
0.3102,0.1207,0
0.317,0.1212,0
0.3257,0.121,0
0.3271,0.121,0
0.2735,0.121,0
0.3115,0.1215,0
0.3257,0.1205,0
0.3071,0.1189,0
0.2745,0.1196,0
0.3069,0.1225,0
0.3047,0.1215,0
0.3136,0.1207,0
0.2676,0.1216,0
0.3095,0.1209,0
0.29,0.1216,0
0.2955,0.1232,0
0.3031,0.1208,0
0.2624,0.1214,0
0.3012,0.1207,0
0.3,0.1194,0
0.3127,0.1201,0
0.3188,0.1195,0
0.2923,0.1246,0
0.1971,0.1238,0
0.2075,0.1238,0
0.2496,0.1207,0
0.3158,0.124,0
0.2943,0.1302,0
0.3128,0.1224,0
0.3017,0.1202,0
0.3133,0.1224,0
0.3179,0.1219,0
0.3186,0.1209,0
0.2968,0.1216,0
0.3077,0.1186,0
0.2901,0.1183,0
0.2883,0.1205,0
0.3232,0.1199,0
0.3251,0.1208,0
0.2965,0.1212,0
0.3209,0.1201,0
0.3066,0.1214,0
0.3059,0.1203,0
0.3177,0.12,0
0.2969,0.1204,0
0.3151,0.1203,0
0.2955,0.1219,0
0.3017,0.1204,0
0.3044,0.1217,0
0.3264,0.1211,0
0.2459,0.1205,0
0.3061,0.1209,0
0.2821,0.1196,0
0.2624,0.1202,0
0.2865,0.1205,0
0.2836,0.1194,0
0.2816,0.1203,0
0.3244,0.1218,0
0.324,0.1246,0
0.3232,0.1251,0
0.3123,0.1246,0
0.3226,0.1238,0
0.3128,0.1239,0
0.319,0.1245,0
0.2834,0.1238,0
0.3213,0.1241,0
0.2878,0.1212,0
0.2888,0.1216,0
0.1525,0.1235,0
0.3295,0.124,0
0.3364,0.123,0
0.3212,0.123,0
0.3207,0.1228,0
0.3311,0.1226,0
0.3088,0.1253,0
0.3103,0.1262,0
0.2902,0.1257,0
0.2197,0.1261,0
0.3122,0.1254,0
0.3206,0.1262,0
0.3174,0.1245,0
0.3007,0.1252,0
0.2992,0.1251,0
0.3229,0.1243,0
0.3108,0.123,0
0.3185,0.1243,0
0.313,0.1227,0
0.313,0.1238,0
0.2954,0.1216,0
0.2808,0.1221,0
0.2948,0.1203,0
0.3032,0.1192,0
0.3023,0.12,0
0.3112,0.1195,0
0.3089,0.1199,0
0.3086,0.1202,0
0.3077,0.1197,0
0.2169,0.1208,0
0.2721,0.118,0
0.2921,0.1197,0
0.2946,0.1186,0
0.2949,0.1192,0
0.261,0.1195,0
0.2816,0.1197,0
0.2649,0.1214,0
0.2857,0.1197,0
0.2944,0.1192,0
0.313,0.1252,0
0.2983,0.1253,0
0.2711,0.1258,0
0.2714,0.1243,0
0.2673,0.1245,0
0.2605,0.1232,0
0.2289,0.1258,0
0.2691,0.1261,0
0.2858,0.1227,0
0.2258,0.1288,1
0.2208,0.1258,1
0.2288,0.1254,1
0.1416,0.1228,1
0.0909,0.1259,1
0.0965,0.1339,1
0.0944,0.1268,1
0.1193,0.126,1
0.0537,0.1225,1
0.1978,0.1235,1
0.1217,0.1691,1
0.1344,0.1213,1
0.1515,0.1235,1
0.1507,0.1234,1
0.1589,0.122,1
0.1196,0.1247,1
0.1089,0.1217,1
0.1819,0.1234,1
0.1347,0.1227,1
0.0496,0.1245,1
0.229,0.124,1
0.2271,0.1218,1
0.0468,0.1224,1
0.0584,0.1242,1
0.2074,0.126,1
0.2185,0.1264,1
0.2026,0.1277,1
0.1578,0.1235,1
0.127,0.1229,1
0.2277,0.1228,1
0.1834,0.1213,1
0.2034,0.1213,1
0.2201,0.1233,1
0.2109,0.1251,1
0.2234,0.1223,1
0.2292,0.1219,1
0.0712,0.1214,1
0.2265,0.1232,1
0.1441,0.1233,1
0.1291,0.1248,1
0.2113,0.1276,1
0.1844,0.1228,1
0.1399,0.1233,1
0.2251,0.124,1
0.2153,0.1246,1
0.2269,0.1238,1
0.2197,0.1537,1
0.1259,0.1248,1
0.2242,0.1273,1
0.2254,0.1285,1
0.1708,0.1255,1
0.2002,0.1542,1
0.1674,0.1445,1
0.2141,0.1289,1
0.1575,0.1259,1
0.2082,0.1237,1
0.17,0.1218,1
0.2003,0.124,1
0.1671,0.1215,1
0.1238,0.1233,1
0.2193,0.3964,1
0.2555,0.956,1
0.2635,1.1406,1
0.2665,1.0676,1
0.2744,0.9366,1
0.2614,0.7314,1
0.1479,0.468,1
0.1914,0.4817,1
0.1943,0.7246,1
0.218,0.7355,1
0.1737,0.7487,1
0.2653,0.8086,1
0.0996,0.7909,1
0.2166,0.9124,1
0.1876,1.0502,1
0.2104,1.0737,1
0.2018,0.8265,1
0.2201,0.5981,1
0.2124,0.1229,1
0.22,0.1241,1
0.2269,0.1213,1
0.2294,0.1221,1
0.1319,0.1245,1
0.1469,0.1218,1
0.1409,0.1252,1
0.1577,0.1191,1
0.2071,0.1538,1
0.1199,0.1346,1
0.2161,0.127,1
0.2237,0.1267,1
0.2174,0.1267,1
0.2296,0.128,1
0.2283,0.127,1
0.1493,0.1275,1
0.1016,0.1263,1
0.1726,0.1267,1
0.1213,0.122,1
0.1473,0.1219,1
0.1395,0.1255,1
0.1767,0.1233,1
0.2269,0.12,1
0.1534,0.1231,1
0.2067,0.1232,1
0.225,0.1258,1
0.2048,0.1411,1
0.098,0.2464,1
0.1089,0.1276,1
0.1789,0.1312,1
0.1497,0.1316,1
0.075,0.1272,1
0.2031,0.1314,1
0.1142,0.1259,1
0.1539,0.1283,1
0.1617,0.1258,1
0.2098,0.1272,1
0.2256,0.1276,1
0.217,0.1913,1
0.2394,0.6931,1
0.2503,1.0328,1
0.2606,1.1163,1
0.2414,1.4327,1
0.2297,1.3685,1
0.2072,1.3856,1
0.1379,0.401,1
0.2258,0.463,1
0.1633,0.1249,1
0.2185,0.1254,1
0.2277,0.1262,1
0.2254,0.1219,1
0.1392,0.1246,1
0.1243,0.125,1
0.1522,0.1236,1
0.215,0.1226,1
0.1763,0.1242,1
0.212,0.1228,1
0.1607,0.1187,1
0.2137,0.1219,1
0.1276,0.1222,1
0.2076,0.1203,1
0.1555,0.1214,1
0.1839,0.1226,1
0.2268,0.1231,1
0.171,0.1241,1
0.1033,0.123,1
0.1816,0.1233,1
0.1865,0.1232,1
0.2123,0.1248,1
0.076,0.1243,1
0.0919,0.1245,1
0.2257,0.1245,1
0.1928,0.1217,1
0.1738,0.1196,1
0.1327,0.1199,1
0.1471,0.1209,1
0.1994,0.1277,1
0.0764,0.1274,1
0.1624,0.1354,1
0.2054,0.1369,1
0.2156,0.1225,1
0.2197,0.1224,1
0.2166,0.1284,1
0.2246,0.1197,1
0.2193,0.119,1
0.222,0.1243,1
0.0685,0.1251,1
0.2654,0.4674,1
0.2765,0.5497,1
0.2583,0.6251,1
0.2302,0.6936,1
0.2684,0.7277,1
0.2487,0.7972,1
0.2648,0.6164,1
0.094,0.1244,1
0.1106,0.1232,1
0.1867,0.1249,1
0.2232,0.1222,1
0.2178,0.1241,1
0.1159,0.1235,1
0.1626,0.1249,1
0.1679,0.1218,1
0.1933,0.1262,1
0.2239,0.1252,1
0.2233,0.1268,1
0.2163,0.1261,1
0.2151,0.1247,1
0.1191,0.1238,1
0.1556,0.1252,1
0.1918,0.1338,1
0.2072,0.1365,1
0.2087,0.1341,1
0.2052,0.1359,1
0.2195,0.1329,1
0.2139,0.1278,1
0.2284,0.1327,1
0.2298,0.1328,1
0.228,0.1278,1
0.2281,0.1273,1
0.1908,0.1254,1
0.146,0.1277,1
0.1403,0.1278,1
0.2158,0.1252,1
0.2289,0.1254,1
0.1517,0.1254,1
0.2245,0.1231,1
0.2217,0.1272,1
0.228,0.1281,1
0.2287,0.1269,1
0.2256,0.1225,1
0.1886,0.1247,1
0.225,0.1255,1
0.0963,0.1227,1
0.2289,0.1252,1
0.1976,0.1233,1
0.2039,0.1226,1
0.2181,0.1259,1
0.2276,0.1234,1
0.2238,0.1232,1
0.2257,0.1252,1
0.2096,0.1363,1
0.2006,0.1349,1
0.184,0.1355,1
0.172,0.1325,1
0.183,0.1345,1
0.228,0.13,1
0.1565,0.133,1
0.2253,0.1275,1
0.1508,0.1329,1
0.1564,0.1227,1
0.2276,0.1269,1
0.1837,0.1257,1
0.2288,0.1233,1
0.1603,0.124,1
0.2297,0.1246,1
0.1785,0.1231,1
0.2167,0.1216,1
0.1657,0.1251,1
0.1768,0.1234,1
0.2052,0.1276,1
0.1221,0.1268,1
0.1938,0.1252,1
0.2076,0.123,1
0.1989,0.1234,1
0.211,0.1214,1
0.2211,0.1226,1
0.2017,0.1249,1
0.2177,0.1239,1
0.2227,0.1269,1
0.2003,0.1247,1
0.2046,0.1235,1
0.089,0.1212,1
0.0694,0.122,1
0.1265,0.1216,1
0.1087,0.1212,1
0.1385,0.1217,1
0.1829,0.1219,1
0.2253,0.1244,1
0.1927,0.1239,1
0.1739,0.1207,1
0.2136,0.1264,1
0.2208,0.1291,1
0.2092,0.1288,1
0.191,0.1304,1
0.2278,0.1272,1
0.2241,0.1285,1
0.2044,0.1247,1
0.1479,0.1267,1
0.2276,0.1238,1
0.2017,0.1248,1
0.2049,0.1221,1
0.176,0.124,1
0.1688,0.1363,1
0.222,0.1216,1
0.1867,0.1227,1
0.2163,0.1201,1
0.2263,0.1225,1
0.176,0.126,1
0.1923,0.1263,1
0.2269,0.1265,1
0.1878,0.126,1
0.228,0.1258,1
0.1595,0.1246,1
0.2208,0.1269,1
0.1975,0.1251,1
0.199,0.1258,1
0.1818,0.1236,1
0.2239,0.1248,1
0.2241,0.1264,1
0.2252,0.1259,1
0.1245,0.1248,1
0.1466,0.1261,1
0.1788,0.1206,1
0.0489,0.1214,1
0.2068,0.1233,1
0.2226,0.1222,1
0.2156,0.1227,1
0.1706,0.1239,1
0.0993,0.1251,1
0.1041,0.1274,1
0.1836,0.1231,1
0.1792,0.1238,1
0.1058,0.1258,1
0.2111,0.1251,1
0.1917,0.1242,1
0.1788,0.1245,1
0.1777,0.119,1
0.1318,0.1212,1
0.2044,0.1218,1
0.2251,0.1255,1
0.1947,0.127,1
0.2201,0.1216,1
0.1055,0.1232,1
0.0981,0.1227,1
0.0726,0.1219,1
0.1147,0.121,1
0.1112,0.1264,1
0.1703,0.1233,1
0.2179,0.1214,1
0.1766,0.122,1
0.2195,0.1234,1
0.2012,0.1241,1
0.2294,0.1225,1
0.1964,0.1229,1
0.1392,0.1282,1
0.2241,0.128,1
0.1167,0.1238,1
0.1844,0.1229,1
0.2115,0.1238,1
0.1774,0.1188,1
0.1847,0.1178,1
0.2256,0.1156,1
0.2111,0.123,1
0.2279,0.1239,1
0.1681,0.1226,1
0.0639,0.1257,1
0.2005,0.1266,1
0.1415,0.1249,1
0.2263,0.1271,1
0.3018,0.1226,0
0.052,0.1294,0
0.2878,0.1356,0
0.2563,0.1361,0
0.2564,0.1248,0
0.2625,0.1307,0
0.2639,0.146,0
0.2623,0.1364,0
0.2707,0.1339,0
0.2612,0.1351,0
0.2602,0.1358,0
0.2282,0.1341,0
0.2774,0.1346,0
0.28,0.1375,0
0.2928,0.1305,0
0.2982,0.1317,0
0.2707,0.1257,0
0.3024,0.1267,0
0.2765,0.1268,0
0.2925,0.1279,0
0.2718,0.13,0
0.2376,0.1264,0
0.022,0.1248,0
0.2671,0.1282,0
0.2819,0.1285,0
0.2933,0.1324,0
0.3041,0.1271,0
0.2819,0.1282,0
0.2919,0.1283,0
0.262,0.1272,0
0.3015,0.1285,0
0.1728,0.1182,0
0.2538,0.1268,0
0.2555,0.1218,0
0.2767,0.1222,0
0.3023,0.1271,0
0.2801,0.1227,0
0.2733,0.1266,0
0.2808,0.1261,0
0.2938,0.1263,0
0.278,0.1267,0
0.2694,0.1254,0
0.2812,0.1259,0
0.2829,0.1317,0
0.256,0.1325,0
0.2977,0.1332,0
0.2849,0.1319,0
0.277,0.1338,0
0.274,0.1316,0
0.2683,0.1337,0
0.2719,0.135,0
0.2418,0.1331,0
0.2617,0.1347,0
0.2588,0.1347,0
0.26,0.1327,0
0.251,0.1333,0
0.2621,0.1325,0
0.2554,0.1303,0
0.2598,0.1288,0
0.2646,0.131,0
0.259,0.1302,0
0.2564,0.1288,0
0.2563,0.1299,0
0.258,0.1291,0
0.2445,0.1301,0
0.2561,0.1247,0
0.2667,0.1262,0
0.261,0.1242,0
0.2656,0.1198,0
0.2801,0.1189,0
0.2682,0.1238,0
0.2744,0.1191,0
0.2621,0.1181,0
0.2382,0.1255,0
0.2638,0.1239,0
0.2955,0.1212,0
0.2846,0.1236,0
0.2876,0.1254,0
0.3066,0.1251,0
0.2671,0.125,0
0.2968,0.1349,0
0.3041,0.1236,0
0.3054,0.1251,0
0.2913,0.124,0
0.2956,0.124,0
0.2977,0.1255,0
0.3002,0.1267,0
0.3001,0.1256,0
0.3049,0.1274,0
0.3021,0.1257,0
0.3076,0.1227,0
0.3007,0.1844,0
0.2875,0.1358,0
0.292,0.1241,0
0.2875,0.1239,0
0.2867,0.1263,0
0.3034,0.1255,0
0.2296,0.1234,0
0.2872,0.2013,0
0.2947,0.143,0
0.2871,0.1232,0
0.2939,0.1276,0
0.2973,0.1234,0
0.282,0.1228,0
0.285,0.1252,0
0.2805,0.1313,0
0.288,0.1201,0
0.2856,0.1338,0
0.282,0.1278,0
0.2904,0.1246,0
0.2993,0.1341,0
0.2919,0.1964,0
0.2657,0.2047,0
0.2888,0.1202,0
0.2713,0.1226,0
0.2835,0.1173,0
0.2668,0.1176,0
0.2843,0.1214,0
0.2978,0.1299,0
0.2715,0.1253,0
0.2576,0.1241,0
0.277,0.1314,0
0.2915,0.1243,0
0.2904,0.1268,0
0.294,0.1247,0
0.2935,0.1256,0
0.2898,0.1301,0
0.2784,0.1445,0
0.2584,0.13,0
0.2912,0.1506,0
0.2933,0.1463,0
0.2976,0.1234,0
0.2779,0.124,0
0.284,0.1258,0
0.2841,0.1263,0
0.2374,0.1234,0
0.28,0.1252,0
0.292,0.1238,0
0.2883,0.1247,0
0.3017,0.1248,0
0.2885,0.1246,0
0.2963,0.1239,0
0.292,0.124,0
0.2951,0.1242,0
0.2911,0.1248,0
0.2827,0.1231,0
0.2969,0.1246,0
0.287,0.1251,0
0.2808,0.1262,0
0.2797,0.1233,0
0.2754,0.1223,0
0.2914,0.1255,0
0.2963,0.1245,0
0.2874,0.1253,0
0.099,0.1249,0
0.2805,0.1243,0
0.2908,0.1219,0
0.2888,0.1239,0
0.2866,0.1247,0
0.287,0.1264,0
0.2906,0.125,0
0.2856,0.1245,0
0.2893,0.1243,0
0.2796,0.1228,0
0.2592,0.1234,0
0.2714,0.1195,0
0.2731,0.1224,0
0.254,0.123,0
0.2912,0.1235,0
0.2856,0.1264,0
0.2888,0.1279,0
0.3056,0.1276,0
0.2725,0.1238,0
0.2883,0.1254,0
0.2884,0.126,0
0.2825,0.1309,0
0.2934,0.1272,0
0.2876,0.1297,0
0.3025,0.1269,0
0.2825,0.1237,0
0.2817,0.1246,0
0.2815,0.1249,0
0.2792,0.1261,0
0.2829,0.1294,0
0.2797,0.1248,0
0.3281,0.1238,0
0.2919,0.1237,0
0.2839,0.1223,0
0.2956,0.1993,0
0.2903,0.2282,0
0.2787,0.1586,0
0.2742,0.1374,0
0.3017,0.1461,0
0.2811,0.1685,0
0.2724,0.141,0
0.3015,0.1376,0
0.2567,0.1567,0
0.2883,0.1461,0
0.28,0.1314,0
0.2736,0.1297,0
0.2685,0.1317,0
0.2766,0.1338,0
0.2738,0.1344,0
0.2568,0.1313,0
0.296,0.1261,0
0.266,0.1246,0
0.2903,0.1229,0
0.281,0.1249,0
0.2911,0.1243,0
0.3034,0.1239,0
0.2958,0.1262,0
0.2914,0.1243,0
0.2864,0.1233,0
0.2752,0.1255,0
0.2798,0.1254,0
0.2891,0.1253,0
0.2813,0.1245,0
0.2815,0.1236,0
0.2858,0.1242,0
0.2707,0.1245,0
0.2849,0.1249,0
0.2852,0.1247,0
0.2703,0.1262,0
0.2849,0.1246,0
0.2842,0.1253,0
0.2852,0.1244,0
0.2892,0.1244,0
0.2864,0.1233,0
0.2817,0.1257,0
0.281,0.1241,0
0.2701,0.1248,0
0.2645,0.1241,0
0.2953,0.1233,0
0.1728,0.1253,0
0.2714,0.1278,0
0.2746,0.1262,0
0.2542,0.1264,0
0.2447,0.1246,0
0.2595,0.1257,0
0.2616,0.1255,0
0.2728,0.1266,0
0.257,0.1245,0
0.2562,0.1247,0
0.2688,0.1243,0
